,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
3053,RK45396,California,5380.316469,No,Basic,Bachelor,2/1/11,Unemployed,M,0.0,Suburban,Married,73.0,11.0,95.0,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Web,350.4,Four-Door Car,Medsize
3054,YA71207,California,8708.27928,No,Basic,High School or Below,1/2/11,Employed,F,30090.0,Urban,,73.0,10.0,3.0,0.0,2.0,Corporate Auto,Corporate L3,,Web,329.517492,,Large
3055,FK95213,California,18611.45356,No,Extended,,1/16/11,Employed,F,49673.0,Urban,Married,232.0,27.0,57.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize
3056,MC53402,Washington,2215.912948,No,Basic,,1/4/11,Unemployed,M,0.0,Suburban,,66.0,31.0,14.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,Medsize
3057,VU18023,California,7780.903354,No,Basic,,1/28/11,Unemployed,F,,Suburban,Married,70.0,29.0,93.0,0.0,2.0,,Personal L1,Offer3,Call Center,504.0,Four-Door Car,Small
3058,VN37592,Arizona,2860.864563,No,Basic,High School or Below,,Employed,M,50332.0,Suburban,Married,72.0,2.0,11.0,,1.0,,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
3059,KL58949,California,5577.942343,No,Basic,Bachelor,2/18/11,Employed,M,70190.0,Rural,Single,71.0,20.0,22.0,0.0,3.0,Corporate Auto,Corporate L3,,Agent,15.169017,Two-Door Car,Medsize
3060,KU14261,Arizona,7268.096004,No,Extended,Master,,Employed,F,38179.0,,Married,90.0,12.0,,1.0,3.0,Personal Auto,,Offer1,Call Center,374.716271,Four-Door Car,Medsize
3061,RL97327,,4060.956163,,Premium,Bachelor,1/17/11,Unemployed,M,0.0,Suburban,Married,115.0,18.0,30.0,1.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,699.823461,Four-Door Car,Medsize
3062,TO60700,Washington,7813.411572,No,Basic,Bachelor,1/9/11,Retired,F,25859.0,Suburban,Single,74.0,0.0,44.0,0.0,2.0,Special Auto,Special L2,Offer1,Agent,355.2,Four-Door Car,Small
3063,CR33417,Washington,4762.156975,No,Basic,Master,2/9/11,,F,36529.0,Rural,Married,118.0,6.0,,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,255.005116,SUV,Medsize
3064,ZK90062,Arizona,14166.20344,No,Basic,Bachelor,2/14/11,Employed,M,67588.0,Suburban,Divorced,118.0,0.0,58.0,0.0,,Personal Auto,Personal L2,Offer1,Agent,566.4,,
3065,JP44710,Nevada,4354.398727,No,Extended,High School or Below,1/6/11,Unemployed,M,,Suburban,Single,121.0,30.0,85.0,0.0,1.0,,Personal L3,,Call Center,871.2,SUV,
3066,RR93140,California,2880.348532,No,Basic,College,1/5/11,Employed,F,81565.0,Urban,Married,71.0,19.0,54.0,0.0,1.0,Personal Auto,Personal L2,,Branch,190.642833,Four-Door Car,Medsize
3067,,Arizona,19185.0725,No,Extended,Bachelor,2/19/11,Employed,M,35322.0,,,244.0,4.0,33.0,0.0,5.0,Personal Auto,Personal L3,,Agent,76.826503,Luxury Car,Small
3068,LR27773,California,5329.075482,No,Basic,Bachelor,2/21/11,Employed,F,43671.0,Urban,,67.0,6.0,67.0,,3.0,Corporate Auto,Corporate L2,Offer3,Agent,190.649902,Four-Door Car,Medsize
3069,CT88432,Arizona,4883.805481,No,Basic,Bachelor,2/17/11,Employed,F,58682.0,Urban,Married,61.0,24.0,34.0,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,206.810286,Four-Door Car,Medsize
3070,OK86731,,4510.194071,No,Basic,College,2/25/11,Employed,M,44230.0,Suburban,Married,114.0,2.0,45.0,0.0,1.0,Personal Auto,Personal L3,Offer4,,,Sports Car,Medsize
3071,,,15304.51777,No,Basic,Bachelor,2/10/11,Employed,M,40269.0,Suburban,Married,193.0,32.0,27.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Agent,926.4,Luxury SUV,Small
3072,KL48832,Nevada,5237.935672,No,Basic,College,1/25/11,Employed,F,31756.0,,Married,66.0,34.0,44.0,0.0,8.0,Corporate Auto,,Offer1,Branch,160.855921,Four-Door Car,
3073,CA54112,Nevada,15119.55539,No,Basic,Doctor,2/25/11,Employed,M,47725.0,Rural,,63.0,,66.0,0.0,2.0,,Personal L1,Offer2,Call Center,142.205246,Two-Door Car,Medsize
3074,VC43751,Arizona,,No,Basic,Bachelor,1/26/11,Employed,F,38684.0,Suburban,Married,74.0,1.0,22.0,0.0,6.0,Personal Auto,Personal L3,Offer3,,376.760016,Two-Door Car,Medsize
3075,BC87551,California,32306.28587,,Basic,High School or Below,1/28/11,Employed,F,36301.0,Suburban,,118.0,11.0,85.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,647.954067,SUV,Medsize
3076,TD58354,Nevada,4655.392106,No,Basic,,1/26/11,Unemployed,,0.0,Suburban,Single,67.0,18.0,44.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Medsize
3077,XM19715,Oregon,5326.501981,No,Basic,College,2/8/11,,F,22268.0,,Married,67.0,12.0,70.0,0.0,8.0,Personal Auto,Personal L1,Offer3,Call Center,294.803913,Two-Door Car,Medsize
3078,KH19280,Arizona,6513.612638,,Extended,College,1/22/11,Employed,,50037.0,Urban,,81.0,24.0,,0.0,6.0,Special Auto,,,Call Center,303.384527,Four-Door Car,Medsize
3079,GE50763,Washington,3491.741616,No,Premium,Bachelor,1/16/11,Unemployed,M,0.0,Suburban,Single,104.0,30.0,88.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,748.8,,
3080,VW63894,California,7870.360084,No,Extended,Master,2/4/11,Employed,M,75740.0,Rural,Married,,8.0,42.0,,3.0,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize
3081,YX36936,Arizona,4274.618943,No,Basic,College,2/1/11,,M,39621.0,Rural,Married,109.0,4.0,23.0,1.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,,SUV,Medsize
3082,AF49625,Oregon,7189.106255,No,Extended,Bachelor,1/29/11,Employed,F,75838.0,Urban,Single,90.0,6.0,64.0,0.0,6.0,Corporate Auto,Corporate L2,Offer2,Agent,428.907968,Two-Door Car,Small
3083,QN30162,Oregon,11315.20373,Yes,,Bachelor,2/16/11,Disabled,F,11885.0,Suburban,Divorced,101.0,18.0,39.0,0.0,2.0,Special Auto,Special L2,Offer1,Agent,,Four-Door Car,Medsize
3084,UI21548,California,2480.529264,No,Basic,High School or Below,1/28/11,Employed,F,29444.0,Suburban,Married,63.0,5.0,,0.0,1.0,Personal Auto,Personal L3,,Call Center,302.4,Two-Door Car,Medsize
3085,IN52645,Oregon,7344.836277,No,Premium,High School or Below,2/1/11,,F,64371.0,Suburban,Married,,4.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,868.8,SUV,Small
3086,CQ76030,Oregon,6974.922464,No,Extended,High School or Below,1/2/11,Disabled,,26514.0,Suburban,Married,91.0,16.0,58.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small
3087,BW94308,Washington,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766.0,Suburban,Married,71.0,17.0,15.0,0.0,2.0,Personal Auto,Personal L2,Offer2,,379.029102,Two-Door Car,Large
3088,PP39078,California,5623.611187,No,Basic,College,2/19/11,Employed,F,31504.0,Suburban,Married,71.0,8.0,27.0,0.0,3.0,Special Auto,Special L1,Offer4,Branch,,Four-Door Car,Small
3089,,Oregon,2828.095211,,Basic,High School or Below,1/19/11,Employed,F,98680.0,,Single,72.0,27.0,38.0,2.0,1.0,Personal Auto,Personal L3,Offer2,,345.6,Four-Door Car,Medsize
3090,NB81923,Washington,7294.492993,No,Basic,College,2/24/11,,F,0.0,Suburban,Single,113.0,12.0,66.0,,,Personal Auto,Personal L3,Offer1,Call Center,733.737214,,Medsize
3091,SZ61347,California,5583.575264,No,Extended,College,2/17/11,,M,76927.0,Rural,Married,138.0,2.0,46.0,0.0,1.0,Personal Auto,Personal L3,,Branch,114.743547,SUV,Medsize
3092,VM53683,Nevada,25763.41423,No,Basic,Bachelor,1/5/11,Employed,F,78804.0,Suburban,Married,,35.0,93.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,389.636991,Four-Door Car,Medsize
3093,BA38428,Arizona,5639.941974,Yes,Basic,High School or Below,1/10/11,,M,73168.0,Suburban,Married,70.0,21.0,,0.0,3.0,Corporate Auto,,Offer2,Agent,425.800112,,Medsize
3094,FX80133,California,,No,Premium,Master,1/8/11,Employed,F,48569.0,Urban,Married,114.0,0.0,14.0,0.0,,Personal Auto,,Offer1,Agent,434.7579,Four-Door Car,Medsize
3095,MT41386,Washington,2875.43239,No,Basic,,2/2/11,Employed,M,84768.0,,Married,72.0,6.0,31.0,0.0,,Personal Auto,Personal L3,Offer4,Agent,110.484661,Two-Door Car,Medsize
3096,KV53202,California,3031.399321,,Extended,High School or Below,2/9/11,Unemployed,F,0.0,Suburban,Single,86.0,7.0,31.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,619.2,Two-Door Car,Medsize
3097,DB79694,Arizona,,Yes,Extended,High School or Below,2/7/11,,F,57693.0,Suburban,Divorced,76.0,,56.0,0.0,,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize
3098,VY75186,,2242.244448,,Basic,College,1/21/11,Unemployed,,0.0,Rural,Divorced,,18.0,48.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,85.612463,Four-Door Car,
3099,IR57729,California,16547.63728,No,Basic,High School or Below,1/7/11,Employed,M,46593.0,Rural,Married,70.0,3.0,81.0,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,129.151543,Two-Door Car,
3100,,Arizona,15814.74557,No,Premium,College,2/27/11,Unemployed,M,0.0,Suburban,Single,146.0,7.0,50.0,0.0,,Personal Auto,Personal L2,Offer2,Web,1055.43784,SUV,Medsize
3101,NW21079,Washington,,No,Basic,,1/14/11,Employed,F,67163.0,Rural,Married,61.0,17.0,41.0,2.0,5.0,Personal Auto,Personal L1,Offer1,Call Center,33.192803,,Small
3102,FR81224,Oregon,5494.87251,No,Basic,,2/7/11,Employed,M,89205.0,Rural,Married,68.0,,86.0,,6.0,Personal Auto,Personal L2,Offer2,Agent,165.523154,,Medsize
3103,YK92213,Oregon,5060.303189,No,Extended,,1/21/11,Unemployed,M,0.0,Urban,Married,138.0,23.0,76.0,,1.0,,Personal L1,Offer2,Call Center,570.777441,Sports Car,Medsize
3104,JV99867,,11269.23099,No,Extended,,1/7/11,Employed,F,65448.0,Suburban,Married,94.0,28.0,66.0,0.0,2.0,Special Auto,,Offer3,Agent,451.2,Four-Door Car,Medsize
3105,TN66124,,10552.87837,No,Extended,High School or Below,1/3/11,Employed,M,,Rural,Married,88.0,14.0,38.0,0.0,,Corporate Auto,Corporate L2,Offer4,Web,205.169178,Two-Door Car,Medsize
3106,NT78297,Oregon,7517.378484,No,Extended,Bachelor,1/31/11,,F,37695.0,,Single,96.0,17.0,3.0,0.0,3.0,,Personal L2,Offer1,Branch,460.8,Two-Door Car,Small
3107,KG49115,California,6298.177143,No,,College,2/3/11,Employed,F,89411.0,Rural,Married,78.0,,,0.0,4.0,Personal Auto,Personal L1,Offer2,,116.237322,Four-Door Car,Medsize
3108,WC77067,Nevada,7821.945982,,Basic,College,1/30/11,Unemployed,M,0.0,Suburban,Single,114.0,27.0,39.0,0.0,4.0,Corporate Auto,,Offer1,Agent,914.31553,SUV,Small
3109,DW62397,Oregon,22806.46912,No,Basic,Master,2/6/11,Retired,F,,,Married,67.0,16.0,56.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small
3110,GK67747,Washington,4386.277558,Yes,Basic,,2/11/11,Retired,M,10621.0,Suburban,Single,,28.0,22.0,0.0,5.0,Special Auto,Special L3,,Agent,321.6,Four-Door Car,Medsize
3111,QM39493,,3499.988408,No,Extended,High School or Below,1/23/11,Disabled,M,16711.0,Suburban,Married,91.0,29.0,50.0,1.0,1.0,,Personal L3,Offer1,Call Center,580.622219,Four-Door Car,
3112,JD11661,Oregon,7528.092744,No,Basic,,2/14/11,Unemployed,F,0.0,Suburban,Single,106.0,0.0,44.0,0.0,7.0,Personal Auto,Personal L2,Offer2,Agent,,SUV,Medsize
3113,,California,2732.613084,No,Basic,College,2/8/11,Employed,M,42968.0,Suburban,Married,,15.0,85.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,331.2,Four-Door Car,Medsize
3114,TC99043,California,13736.1325,Yes,,Master,2/13/11,Disabled,F,16181.0,Suburban,Divorced,181.0,22.0,79.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize
3115,PY50779,Arizona,7060.212867,No,Extended,High School or Below,1/27/11,Employed,,85412.0,,Divorced,88.0,33.0,92.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,134.684555,Four-Door Car,Medsize
3116,FK97285,California,3732.305945,,Extended,High School or Below,2/26/11,Employed,F,75774.0,Suburban,Married,92.0,30.0,55.0,1.0,1.0,Corporate Auto,Corporate L2,Offer2,Web,441.6,Four-Door Car,Medsize
3117,JG12505,,4064.182317,No,Basic,Master,1/31/11,,F,26599.0,Rural,,101.0,24.0,83.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,254.380731,SUV,
3118,FX65946,Arizona,5754.746414,No,,Bachelor,1/3/11,Employed,M,34847.0,,Married,,26.0,24.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,,,Small
3119,OU88023,California,,No,Basic,High School or Below,1/2/11,Unemployed,F,,Suburban,Single,,13.0,43.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Large
3120,XN32623,Oregon,,No,,Bachelor,2/21/11,Employed,,85896.0,Rural,Married,70.0,28.0,,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,48.629646,Four-Door Car,Medsize
3121,EV78251,Oregon,7163.540342,No,Basic,Doctor,1/1/11,Unemployed,F,0.0,Suburban,,66.0,8.0,11.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,
3122,HC80108,,2803.796963,No,Basic,,2/18/11,Employed,F,43775.0,Urban,Married,70.0,3.0,42.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,310.744656,,Medsize
3123,LG45661,Nevada,20940.30306,No,Basic,High School or Below,,Unemployed,F,0.0,Suburban,Single,67.0,11.0,6.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize
3124,ZJ22132,Oregon,3130.67843,,Extended,High School or Below,1/7/11,Employed,F,42056.0,Urban,Married,78.0,21.0,2.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,Large
3125,,Oregon,3741.570763,No,Basic,High School or Below,1/23/11,Disabled,F,13093.0,Suburban,Divorced,100.0,30.0,73.0,0.0,1.0,,Personal L2,Offer1,Agent,514.507039,SUV,Medsize
3126,KR87696,,3439.089657,No,Extended,College,2/23/11,Employed,F,98278.0,Urban,Married,85.0,26.0,60.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,367.577872,Four-Door Car,Medsize
3127,LN44535,Washington,7284.445594,No,Extended,College,1/3/11,Employed,F,44605.0,,Married,91.0,3.0,,,7.0,Personal Auto,Personal L3,Offer1,Branch,,Four-Door Car,
3128,FU63281,Arizona,5278.528037,No,Basic,Bachelor,1/25/11,Employed,M,32365.0,Urban,Married,67.0,28.0,78.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,193.147858,Four-Door Car,Medsize
3129,KV17007,California,5680.276365,No,Basic,,2/5/11,Employed,M,,Rural,Married,71.0,29.0,59.0,,5.0,Personal Auto,Personal L2,Offer1,,145.004323,Four-Door Car,Medsize
3130,GR42174,,2194.668123,No,Basic,College,1/2/11,,,0.0,Suburban,Single,62.0,,48.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,623.525433,Four-Door Car,Medsize
3131,SR71812,California,6473.32562,No,Extended,,1/27/11,Unemployed,F,0.0,Suburban,Married,88.0,,99.0,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,468.492761,Four-Door Car,Small
3132,CA29908,Oregon,18522.29433,No,Basic,High School or Below,1/2/11,Employed,M,65903.0,Suburban,Married,66.0,4.0,,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,Medsize
3133,OB98149,Washington,4700.007467,No,Basic,College,2/10/11,Disabled,F,,Suburban,Married,63.0,25.0,57.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Agent,302.4,,
3134,FX30915,Arizona,21295.51371,No,Extended,High School or Below,1/26/11,Unemployed,F,0.0,Suburban,Divorced,96.0,15.0,73.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,,Two-Door Car,Medsize
3135,OC39051,,6158.846901,No,,College,1/2/11,Unemployed,M,0.0,,Single,67.0,20.0,29.0,2.0,2.0,Personal Auto,Personal L3,,,321.6,Four-Door Car,Medsize
3136,LW80918,Oregon,8653.562027,No,Basic,Doctor,2/14/11,Employed,M,,Rural,Married,72.0,25.0,92.0,0.0,2.0,Personal Auto,Personal L3,,Agent,89.921281,Two-Door Car,Medsize
3137,EC94366,Oregon,3776.320768,No,Extended,Doctor,2/12/11,Medical Leave,M,20101.0,Urban,,,28.0,44.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,291.536748,Four-Door Car,
3138,PI92163,,4897.041423,No,Basic,Bachelor,1/7/11,Medical Leave,M,24383.0,Suburban,,69.0,4.0,78.0,,4.0,,Corporate L3,Offer1,Call Center,331.2,Four-Door Car,Medsize
3139,LZ68649,Washington,14947.9173,No,,Bachelor,,Employed,M,22139.0,Suburban,Single,100.0,34.0,31.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,480.0,,Medsize
3140,IB39821,Arizona,9011.129467,,Basic,Bachelor,1/1/11,,M,88708.0,Urban,Married,112.0,6.0,71.0,0.0,9.0,Personal Auto,Personal L2,Offer2,Agent,499.663591,Sports Car,Small
3141,WI75766,Arizona,10083.48688,,Extended,High School or Below,2/19/11,Retired,F,11828.0,Suburban,Divorced,90.0,18.0,84.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large
3142,DR27120,Washington,,No,Extended,Bachelor,1/12/11,Unemployed,F,,Suburban,Married,80.0,2.0,49.0,1.0,1.0,Corporate Auto,Corporate L3,Offer3,Web,384.0,Two-Door Car,Medsize
3143,UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168.0,Suburban,Married,70.0,21.0,50.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize
3144,PR64751,Nevada,2606.045519,No,Basic,Bachelor,2/11/11,,,0.0,Suburban,Married,71.0,,22.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,409.459488,,Small
3145,CL79250,Nevada,52811.49112,No,Basic,Bachelor,1/8/11,Unemployed,M,0.0,Suburban,Married,182.0,,70.0,0.0,2.0,Corporate Auto,Corporate L2,Offer2,Agent,873.6,Luxury Car,Small
3146,ZR72236,Nevada,5226.286197,No,Basic,Master,1/26/11,Employed,M,,Urban,Married,65.0,3.0,30.0,0.0,9.0,Personal Auto,Personal L3,Offer2,Branch,263.844471,Two-Door Car,Medsize
3147,SG52649,Washington,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,,Suburban,Married,117.0,17.0,41.0,1.0,9.0,Corporate Auto,Corporate L1,Offer1,,,Sports Car,Medsize
3148,SG96896,Oregon,14703.13246,No,Basic,High School or Below,2/2/11,Unemployed,M,0.0,Suburban,Single,71.0,16.0,30.0,,2.0,Personal Auto,Personal L3,Offer1,Call Center,819.576016,Four-Door Car,Small
3149,QJ50723,,18948.34795,No,Extended,Master,1/28/11,,F,0.0,Suburban,Married,124.0,13.0,70.0,0.0,2.0,Personal Auto,,Offer1,Branch,,,
3150,NU64028,Nevada,12265.60041,No,Basic,Bachelor,1/1/11,,M,35693.0,Suburban,Divorced,103.0,8.0,63.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,494.4,Sports Car,Small
3151,PM63319,,4529.976333,No,,College,2/22/11,Unemployed,F,0.0,Suburban,Single,65.0,7.0,67.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Agent,,Four-Door Car,Medsize
3152,YG46815,Arizona,9220.013197,No,Extended,High School or Below,2/8/11,Unemployed,M,0.0,,Single,136.0,13.0,28.0,0.0,4.0,Personal Auto,Personal L3,,Agent,979.2,SUV,Medsize
3153,XF94149,California,,No,Basic,College,2/15/11,Employed,M,24123.0,Suburban,Married,104.0,7.0,61.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,,,Medsize
3154,ME99882,Arizona,9247.547393,No,Premium,,1/23/11,Employed,M,85654.0,Urban,,116.0,5.0,55.0,,4.0,Personal Auto,Personal L3,Offer2,Call Center,346.265295,Two-Door Car,Large
3155,,Oregon,,,Extended,Master,,Unemployed,M,0.0,Suburban,Single,125.0,6.0,61.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,900.0,SUV,Small
3156,WA45944,Arizona,25807.063,Yes,Extended,College,,Employed,F,71210.0,Suburban,Married,214.0,8.0,89.0,1.0,,Corporate Auto,Corporate L3,Offer1,,1027.2,Luxury Car,Small
3157,UM53032,California,6104.723142,No,Extended,College,1/6/11,Employed,,84822.0,Urban,,76.0,5.0,13.0,0.0,5.0,Corporate Auto,Corporate L3,Offer1,Agent,219.879452,Four-Door Car,Medsize
3158,LW43115,,2725.356404,Yes,Basic,Master,1/3/11,Employed,F,36650.0,Rural,Married,69.0,2.0,,1.0,1.0,Personal Auto,Personal L2,Offer2,Web,56.60333,Four-Door Car,Large
3159,YK93229,Oregon,3260.74476,No,Extended,High School or Below,1/18/11,Unemployed,M,0.0,Suburban,Married,90.0,8.0,33.0,0.0,1.0,Personal Auto,Personal L3,,Call Center,432.0,Two-Door Car,Medsize
3160,FH65253,,23740.12142,No,Extended,High School or Below,1/3/11,Employed,M,28025.0,Suburban,Married,87.0,28.0,94.0,0.0,,,Personal L2,Offer2,Branch,611.40108,Four-Door Car,
3161,IH43245,,,No,Extended,College,2/9/11,Employed,M,52113.0,Suburban,Divorced,97.0,14.0,85.0,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Agent,465.6,Four-Door Car,Medsize
3162,TO20795,Washington,,No,Premium,Doctor,1/16/11,Employed,M,37675.0,Suburban,Single,104.0,23.0,18.0,0.0,2.0,,Corporate L3,Offer3,Agent,731.970027,Four-Door Car,
3163,TO14996,Oregon,5633.949267,No,Basic,High School or Below,2/9/11,,M,37595.0,Suburban,Married,70.0,2.0,22.0,0.0,9.0,Personal Auto,Personal L3,Offer1,Branch,501.994635,Four-Door Car,Medsize
3164,XN34686,Oregon,5640.021911,No,Basic,High School or Below,1/25/11,Employed,M,41396.0,Suburban,Married,70.0,7.0,7.0,0.0,3.0,Special Auto,Special L2,Offer2,,336.0,Four-Door Car,Medsize
3165,KA13067,Oregon,8370.401649,No,Basic,High School or Below,1/27/11,Employed,M,,Urban,Divorced,,2.0,,0.0,6.0,Corporate Auto,Corporate L3,Offer2,Branch,433.608534,SUV,Small
3166,LQ76461,Oregon,5170.450306,No,Basic,High School or Below,2/26/11,Employed,F,35334.0,Suburban,Married,65.0,29.0,31.0,0.0,4.0,Personal Auto,Personal L2,Offer4,Web,468.0,Four-Door Car,Small
3167,BH60627,Oregon,7521.194691,No,Premium,College,2/14/11,Unemployed,M,,Suburban,Married,104.0,13.0,20.0,,3.0,Personal Auto,,Offer1,Branch,499.2,Four-Door Car,Small
3168,CD48033,Oregon,12731.95161,Yes,,Doctor,1/14/11,Employed,M,,Suburban,,105.0,,56.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,504.0,SUV,Large
3169,AC58002,California,5666.867962,No,Basic,Bachelor,1/19/11,Employed,F,53907.0,Urban,Married,71.0,1.0,52.0,0.0,9.0,Corporate Auto,Corporate L2,,Branch,189.907577,Four-Door Car,Medsize
3170,VM21699,Oregon,4436.806209,No,Basic,Bachelor,2/5/11,Employed,F,77609.0,Rural,Married,111.0,26.0,75.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,,Sports Car,
3171,YM24654,Washington,17966.28765,No,Basic,High School or Below,2/23/11,Unemployed,F,0.0,Suburban,Single,,15.0,44.0,0.0,2.0,,Personal L3,Offer2,Agent,504.0,Four-Door Car,Medsize
3172,RR66500,California,2436.005997,,Basic,Master,1/30/11,Employed,M,87462.0,Rural,Married,,0.0,79.0,1.0,1.0,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,Medsize
3173,GJ31412,Oregon,6650.816974,No,Extended,Bachelor,2/14/11,Employed,,99494.0,,Married,83.0,11.0,65.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,,Four-Door Car,Small
3174,WO64354,,,,Basic,Bachelor,1/8/11,Employed,F,42585.0,Urban,Married,69.0,16.0,44.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,288.295744,Two-Door Car,Medsize
3175,UG37492,California,4362.931238,Yes,,College,1/3/11,,M,58842.0,Suburban,Married,110.0,6.0,74.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,
3176,PR51268,Arizona,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384.0,Suburban,Married,99.0,9.0,17.0,,1.0,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize
3177,NJ10602,,8459.053233,No,Basic,College,1/3/11,Employed,F,92717.0,Urban,,70.0,24.0,19.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Call Center,224.27582,,
3178,OP60201,Oregon,2203.439795,No,Basic,College,2/26/11,Unemployed,M,0.0,Suburban,,72.0,33.0,6.0,2.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,
3179,QK69627,Washington,9388.162927,,Extended,High School or Below,1/20/11,Employed,F,75264.0,Urban,Married,78.0,24.0,,0.0,,Personal Auto,Personal L3,Offer2,Web,,Four-Door Car,Medsize
3180,DP63956,Arizona,,No,Basic,Bachelor,,,F,0.0,Suburban,Single,,19.0,11.0,1.0,8.0,Corporate Auto,Corporate L2,Offer1,Agent,,SUV,Large
